id,name,type,humanReadableCardType,frameType,desc,archetype,cardmarket_price,tcgplayer_price,ebay_price,amazon_price,coolstuffinc_price
13438207,Blossom Bombardment,Trap Card,Normal Trap,trap,When a Plant-Type monster you control destroys an opponent's monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to the destroyed monster's ATK in the Graveyard.,,0.12,0.17,0.99,0.68,0.39
6890729,Bonding - DHO,Trap Card,Normal Trap,trap,"Shuffle 1 ""Duoterion"", 1 ""Hydrogeddon"", and 1 ""Oxygeddon"" from your hand and/or GY into the Deck; Special Summon 1 ""Water Dragon Cluster"" from your hand or GY. You can banish this card from your GY; add 1 ""Water Dragon"" or ""Water Dragon Cluster"" from your Deck or GY to your hand.",Bonding,0.06,0.14,0.99,0.5,0.25
47778083,Bone Temple Block,Trap Card,Normal Trap,trap,"Discard 1 card. Special Summon 1 Level 4 or lower monster from your opponent's Graveyard to your side of the field, and your opponent Special Summons 1 Level 4 or lower monster from your Graveyard to your opponent's side of the field. Those monsters are destroyed during the End Phase of the next turn.",,0.25,0.12,0.99,0.2,0.39
27923575,Boo-Boo Game,Trap Card,Normal Trap,trap,"During damage calculation, if a monster battles: You take no battle damage from that battle. If this Set card in its owner's control is destroyed by your opponent's card effect and sent to the GY: You can target up to 2 Normal Traps in your GY, except ""Boo-Boo Game""; Set them to your field. They can be activated this turn. You can only use this effect of ""Boo-Boo Game"" once per turn.",,0.09,0.16,0.99,0.99,0.49
24425055,Booby Trap E,Trap Card,Normal Trap,trap,Discard 1 card; Set 1 Continuous Trap Card from your hand or Graveyard to your field. That Set card can be activated during this turn.,,0.22,0.25,0.99,0.25,0.25
14839621,Boompoline!!,Trap Card,Continuous Trap,trap,Activate this card by choosing 1 unused Monster Zone. If an Effect Monster is Special Summoned to that zone: Return both the monster in that zone and this card to the hand.,,0.03,0.1,0.99,0.45,0.25
9715126,Boot-Up Order - Gear Force,Trap Card,Normal Trap,trap,"When either player's monster declares an attack and all monsters you control are face-up Machine monsters (min. 1): Destroy Attack Position monsters your opponent controls, up to the number of Machine monsters you control.",Boot-Up,0.26,0.35,5.01,0.49,0.99
96699830,Born from Draconis,Trap Card,Normal Trap,trap,"Banish all LIGHT Machine monsters from your GY and face-up from your field; Special Summon 1 Level 6 or higher LIGHT Machine monster from your hand, ignoring its Summoning conditions, and if you do, its ATK/DEF become equal to the number of monsters banished to activate this card x 500, also it is unaffected by card effects, except its own and this card's. You cannot Special Summon other monsters the turn you activate this card.",,0.03,0.04,0.99,0.45,0.49
62753201,Borrel Cooling,Trap Card,Normal Trap,trap,"Tribute 1 ""Rokket"" monster, then target 1 ""Borrel"" Link Monster you control; equip it with this card. If this card is equipped to a monster by this effect, the equipped monster gains this effect.
● Once per turn (Quick Effect): You can target 1 monster you control; it cannot be destroyed by battle or card effect this turn.",Rokket,0.09,0.17,0.99,0.9,0.25
76532077,Bottomless Shifting Sand,Trap Card,Continuous Trap,trap,"At the end of your opponent's turn, destroy the face-up monster(s) with the highest ATK on the field. During your own Standby Phase, if you have 4 or less cards in your hand, this card is destroyed.",,0.12,0.16,0.99,0.98,0.25
29401950,Bottomless Trap Hole,Trap Card,Normal Trap,trap,"When your opponent Summons a monster(s) with 1500 or more ATK: Destroy that monster(s) with 1500 or more ATK, and if you do, banish it.",Hole,0.02,0.22,0.99,1.07,0.25
48582558,Bounzer Guard,Trap Card,Normal Trap,trap,"Target 1 face-up ""Bounzer"" monster you control; this turn, it cannot be targeted by other card effects, or be destroyed by battle. This turn, if an opponent's monster attacks, it must target that monster for an attack if it is still on the field.",Bounzer,0.07,0.09,2.95,0.25,0.49
39531794,Brain Hazard,Trap Card,Continuous Trap,trap,"Select 1 of your removed from play Psychic-Type monsters, and Special Summon it. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card.",,0.29,0.25,0.99,0.2,0.49
59258334,Brainwashing Beam,Trap Card,Continuous Trap,trap,"Select 1 monster with at least 1 A-Counter on your opponent's side of the field and take control of that monster. During each of your End Phases, remove 1 A-Counter from that controlled monster. If all A-Counters are removed from that monster, or that monster is destroyed, destroy this card.",Alien,0.09,0.12,1.0,1.53,0.25
6763530,Branded Banishment,Trap Card,Normal Trap,trap,"Target 1 ""Despia"" monster or 1 Level 8 or higher Fusion Monster in your GY; Special Summon it, then you can apply this effect.
● Fusion Summon 1 Level 8 or higher Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from either field.
You can only activate 1 ""Branded Banishment"" per turn.",Branded,0.26,0.34,2.98,1.4,2.99
32756828,Branded Beast,Trap Card,Continuous Trap,trap,"Once per turn, during the Main Phase, if you control a ""Bystial"" monster: You can Tribute 1 Dragon monster, then target 1 card your opponent controls; destroy it. During the End Phase: You can target 1 ""Branded"" Continuous Spell/Trap in your GY; place it face-up on your field. You can only use this effect of ""Branded Beast"" once per turn.",Branded,0.22,0.13,0.99,0.4,0.39
60442460,Branded Befallen,Trap Card,Continuous Trap,trap,"Once per turn, when your opponent activates a card or effect that targets 1 ""Bystial"" monster you control (and no other cards), or when your opponent activates a card or effect in response to the activation of your ""Bystial"" monster effect: You can target 1 LIGHT or DARK monster in either GY; banish it, and if you do, negate that activated effect.",Branded,0.04,0.06,0.0,0.0,0.39
1041278,Branded Expulsion,Trap Card,Normal Trap,trap,"Tribute 1 Fusion Monster, then target 2 non-Fusion Monsters that are banished and/or in either GY; Special Summon both monsters, 1 on each field. If you Tributed a Fusion Monster that mentions ""Fallen of Albaz"" as material to activate this card, you can Special Summon both monsters to your field instead, in Defense Position. You can only activate 1 ""Branded Expulsion"" per turn.",Branded,0.02,0.05,0.99,0.25,0.25
17751597,Branded Retribution,Trap Card,Counter Trap,trap,"When a Spell/Trap Card, or monster effect, is activated that includes an effect that Special Summons a monster(s): Return to the Extra Deck, 1 face-up Fusion Monster you control, or 2 Fusion Monsters in your GY, that mention ""Fallen of Albaz"" as material, and if you do, negate the activation, and if you do that, destroy that card. You can banish this card from your GY, then target 1 ""Branded"" Spell/Trap in your GY, except ""Branded Retribution""; add it to your hand. You can only use 1 ""Branded Retribution"" effect per turn, and only once that turn.",Branded,0.12,0.14,1.25,0.25,0.39
81767888,Branded Sword,Trap Card,Normal Trap,trap,"Banish any number of ""Branded"" Spells/Traps from your GY; Special Summon that many ""Iceblade Tokens"" (Dragon/DARK/Level 8/ATK 2500/DEF 2000). You can banish this card from your GY, then target 1 of your banished monsters that is ""Fallen of Albaz"" or mentions it; add that monster to your hand. You can only use 1 ""Branded Sword"" effect per turn, and only once that turn.",Branded,0.12,0.1,1.24,0.36,0.25
9852718,Break Away,Trap Card,Normal Trap,trap,"During your opponent's Battle Phase: Send 1 Spell from your hand to the GY; end the Battle Phase, then face-up monsters currently on the field have their effects negated until the end of this turn.",,0.03,0.15,1.0,0.25,0.49
56526564,Break Off Trap Hole,Trap Card,Normal Trap,trap,When a Link Monster is Link Summoned: Destroy all monsters on the field that are not linked.,Hole,0.06,0.18,0.99,0.6,0.25
4008212,Break the Destiny,Trap Card,Normal Trap,trap,"Target 1 Level 8 or higher ""Destiny HERO"" monster, or 1 ""Destiny End Dragoon"", you control; destroy it, and if you do, your opponent skips their next Main Phase 1. You can banish this card from your GY; add 1 Spell/Trap from your Deck to your hand that specifically lists a ""Destiny HERO"" monster's card name or ""Destiny End Dragoon"" in its text, except ""Break the Destiny"". You can only use 1 ""Break the Destiny"" effect per turn, and only once that turn.",,0.13,0.1,0.99,0.74,0.49
69873498,Break the Seal,Trap Card,Continuous Trap,trap,"You can activate 1 of these effects;
● Place 1 ""Break the Seal"" from your Deck or GY, face-up on your field.
● Send 2 face-up ""Break the Seal"" you control to the GY, including this card; add 1 ""Forbidden One"" monster from your Deck to your hand.
If this card on the field is destroyed: You can reveal up to 5 ""Forbidden One"" monsters in your hand; return that many cards your opponent controls to the hand. You can only use each effect of ""Break the Seal"" once per turn.",,0.06,0.09,0.0,0.0,0.0
78474168,Breakthrough Skill,Trap Card,Normal Trap,trap,"Target 1 face-up Effect Monster your opponent controls; that face-up monster your opponent controls has its effects negated until the end of this turn. During your turn, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 face-up Effect Monster your opponent controls; that target has its effects negated until the end of this turn.",,0.39,0.44,12.0,1.6,1.49
96218085,Breakthrough!,Trap Card,Normal Trap,trap,"Select 1 ""Six Samurai"" monster you control. If the selected monster destroys an opponent's monster by battle, ""Great Shogun Shien"" and all ""Six Samurai"" monsters you control can attack your opponent directly during the Battle Phase of this turn.",Six Samurai,0.13,0.22,1.68,4.69,0.39
64018647,Breath of Resurrection,Trap Card,Normal Trap,trap,"If you control an ""Adventurer Token"": Special Summon up to 2 monsters from your hand and/or GY with different names (but banish them when they leave the field), then you can equip 1 Equip Spell that mentions ""Adventurer Token"" from your hand or GY to 1 monster you control. You can only activate 1 ""Breath of Resurrection"" per turn.",Adventurer,0.03,0.04,0.99,0.0,0.39
24707869,Bright Future,Trap Card,Normal Trap,trap,Target 2 of your banished Psychic-Type monsters; return both those targets to the Graveyard and draw 1 card.,,0.23,0.23,0.99,0.25,0.25
19271881,"Brightest, Blazing, Branded King",Trap Card,Normal Trap,trap,"Choose 1 Fusion Monster you control that mentions ""Fallen of Albaz"" as material, and negate the effects of all other face-up cards currently on the field until the end of this turn. During the End Phase, if a Fusion Monster(s) was sent to your GY this turn: You can add this card from the GY to your hand. You can only use 1 ""Brightest, Blazing, Branded King"" effect per turn, and only once that turn.",Branded,0.17,0.1,0.99,0.0,0.25
3105404,Brilliant Spark,Trap Card,Normal Trap,trap,"If a face-up ""Gem-Knight"" monster(s) you control is destroyed by your opponent's attack or card effect: Target 1 of those destroyed monsters; inflict damage to your opponent equal to its original ATK. If this card is in your Graveyard: You can send 1 ""Gem-Knight"" card from your hand to the Graveyard; add this card to your hand. You can only activate 1 ""Brilliant Spark"" per turn.",Gem-,0.13,0.16,0.99,0.25,0.25
60930169,Broken Blocker,Trap Card,Normal Trap,trap,"Activate only when a Defense Position monster you control, whose DEF is higher than its ATK, is destroyed by battle. Special Summon up to 2 monsters with the same name as that monster from your Deck in face-up Defense Position.",,0.24,0.38,2.49,0.92,0.79
88086137,Broken Line,Trap Card,Counter Trap,trap,"When a Spell/Trap Card, or monster effect, is activated in this card's column, while this card is Set: Negate the activation, and if you do, destroy that card.",,0.09,0.11,4.65,1.48,0.79
36809777,Brutal Beast Battle,Trap Card,Normal Trap,trap,"If a player controls 2 or more monsters of the same card type (Ritual, Fusion, Synchro, Xyz, or Link), they must send some to the GY so they control no more than 1 monster of that card type. Then, each player that sent a monster to the GY for this effect draws cards equal to the number of different card types (Ritual, Fusion, Synchro, Xyz, or Link) they control. You can only activate 1 ""Brutal Beast Battle"" per turn.",,0.12,0.07,0.99,0.2,0.49
30155789,Brutal Potion,Trap Card,Normal Trap,trap,"This card becomes an Equip Card, and equips to 1 monster you control. Once per turn, when you inflict damage to your opponent with a card effect, the equipped monster gains 1000 ATK until the End Phase.",,0.86,0.93,2.0,0.89,2.99
58531587,Bubble Bringer,Trap Card,Continuous Trap,trap,Level 4 or higher monsters cannot attack directly. During your turn: You can send this face-up card from the field to the Graveyard to target 2 Level 3 or lower WATER monsters with the same name in your Graveyard; Special Summon those targets. Their effects are negated.,,0.57,0.33,2.99,0.97,0.99
61622107,Bubble Crash,Trap Card,Normal Trap,trap,This card can only be activated when any player has 6 or more cards on the field and/or in their hand. The player(s) then select and send cards to their respective Graveyards until the amount remaining on the field and in their hand is 5.,,0.15,0.1,0.99,0.25,0.25
10971759,Bug Emergency,Trap Card,Normal Trap,trap,"Target 2 Level 3 Insect-Type monsters in your Graveyard; Special Summon them, but their effects are negated. You can banish this card and 1 Xyz Monster from your Graveyard; the Levels of all Level 3 Insect-Type monsters you currently control become equal to the banished monster's Rank until the end of this turn, also you cannot Special Summon monsters for the rest of this turn, except Insect-Type monsters. You can only activate 1 ""Bug Emergency"" per turn.",,0.05,0.15,0.99,0.25,0.25
63049052,Bujin Regalia - The Jewel,Trap Card,Normal Trap,trap,"Target 1 Rank 4 Xyz Monster you control; equip this card to that target. It gains 300 ATK for each Xyz Material attached to it. Once per turn, while this card is equipped to a monster by this effect: You can attach 1 ""Bujin"" monster from your hand to the equipped monster as an Xyz Material.",Bujin,0.07,0.1,0.99,0.25,0.25
30338466,Bujin Regalia - The Sword,Trap Card,Normal Trap,trap,"Activate 1 of these effects.
● Target 1 ""Bujin"" monster in your Graveyard; add that target to your hand.
● Target 1 of your banished ""Bujin"" monsters; send that target to the Graveyard.",Bujin,0.07,0.17,0.99,0.5,0.39
11221418,Bujincident,Trap Card,Normal Trap,trap,"Target 1 ""Bujin"" Xyz Monster you control; banish it, and if you do, return all monsters on the field to the hand. Until your 2nd End Phase after activation, neither player can Summon monsters nor take damage (but can Normal Set). During your 2nd End Phase after activation: Target 1 ""Bujin"" monster in your Graveyard; Special Summon the monster banished by this effect, and if you do, attach that target to it as an Xyz Material.",Bujin,0.05,0.15,0.99,0.25,0.25
66727115,Bujinfidel,Trap Card,Normal Trap,trap,"Tribute 1 Beast-Warrior-Type ""Bujin"" monster, then target 1 ""Bujin"" monster with a different name in your Graveyard; Special Summon that target.",Bujin,0.08,0.1,1.75,0.25,0.25
19974890,Bunch of Beast Bodies,Trap Card,Normal Trap,trap,"Change all monsters that were not Normal or Special Summoned this turn to Defense Position. For the rest of this turn, a player who controls a Defense Position monster cannot declare attacks with monsters that were Normal or Special Summoned this turn.",,0.03,0.06,0.0,0.0,0.0
86690572,Burgeoning Whirlflame,Trap Card,Counter Trap,trap,"When a Trap Card is activated: Send 1 ""Laval"" monster from your hand to the Graveyard; negate the activation and destroy it. If this card is in the Graveyard: You can banish 2 FIRE monsters from your Graveyard; add this card to your hand.",Laval,0.16,0.11,0.99,0.25,0.25
25669282,Burnout,Trap Card,Normal Trap,trap,"Banish 1 face-up ""Chemicritter"" monster you control; Special Summon 2 ""Chemicritter"" monsters from your Deck, with different names from each other. When your opponent declares a direct attack, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 of your banished Gemini monsters; Special Summon it, and if you do, it becomes an Effect Monster and gains its effects. You can only activate 1 ""Burnout"" per turn.",Chemicritter,0.12,0.12,0.99,0.25,0.39
80163754,Burst Breath,Trap Card,Normal Trap,trap,Tribute 1 Dragon-Type monster; destroy all face-up monsters on the field whose DEF is less than or equal to the ATK the Tributed monster had on the field.,,0.05,0.05,0.99,1.02,0.25
50243722,Burst Rebirth,Trap Card,Normal Trap,trap,"Pay 2000 Life Points, then target 1 monster in your Graveyard; Special Summon that target in face-down Defense Position.",,0.22,0.27,1.25,0.98,0.25
75987257,Butterflyoke,Trap Card,Normal Trap,trap,"When an opponent's monster declares an attack: Target the attacking monster; change that target to Defense Position, and if you do, equip this card to that monster. Once per turn, during either player's Main Phase or Battle Phase: You can change the equipped monster's Battle Position.",Butterfly,0.07,0.12,0.99,0.25,0.25
63630268,Butterspy Protection,Trap Card,Normal Trap,trap,"Target 1 face-up Attack Position monster on the field; change it to face-up Defense Position, also any damage you take for the rest of this turn is halved.",Butterspy,0.1,0.13,0.99,0.97,0.25
35011819,By Order of the Emperor,Trap Card,Continuous Trap,trap,"When a monster effect is activated that activates when a monster is Normal Summoned: You can negate the activation, then the player whose effect activation was negated draws 1 card.",,0.03,0.09,0.99,0.25,0.25
20735371,Bye Bye Damage,Trap Card,Normal Trap,trap,"During damage calculation, if your monster is attacked: Your battling monster cannot be destroyed by that battle, also if you take battle damage from that battle, your opponent takes effect damage equal to double that amount. You can only apply this effect of ""Bye Bye Damage"" once per turn.",,0.08,0.11,0.99,1.03,0.39
36935434,Byroad Sacrifice,Trap Card,Normal Trap,trap,"Activate only if a monster on your side of the field is destroyed by battle. Special Summon 1 ""Cyber Ogre"" from your hand.",,0.09,0.14,5.0,1.02,0.25
78637313,Call of Darkness,Trap Card,Continuous Trap,trap,"All monsters restored with ""Monster Reborn"" are sent to the Graveyard. ""Monster Reborn"" also cannot be played as long as this card remains on the field.",,0.36,0.55,5.0,1.42,0.39
97803170,Call of the Archfiend,Trap Card,Continuous Trap,trap,"You can target 1 Level 5 or higher Fiend monster in your GY; discard 1 Fiend monster, and if you do, Special Summon the targeted monster. You can only use this effect of ""Call of the Archfiend"" once per turn.",Archfiend,0.1,0.17,0.99,0.93,0.25
65743242,Call of the Earthbound,Trap Card,Normal Trap,trap,When an opponent's monster declares an attack: You choose the target of the attack.,Earthbound,0.08,0.09,0.99,0.89,0.25
16970158,Call of the Grave,Trap Card,Normal Trap,trap,"When your opponent activates ""Monster Reborn"": Negate the effect of that ""Monster Reborn"".",,0.12,0.26,4.95,0.94,0.49
97077563,Call of the Haunted,Trap Card,Continuous Trap,trap,"Activate this card by targeting 1 monster in your GY; Special Summon that target in Attack Position. When this card leaves the field, destroy that monster. When that monster is destroyed, destroy this card.",,0.06,0.1,4.95,0.99,0.25
45133463,Call of the Reaper,Trap Card,Normal Trap,trap,"Activate only when a monster(s) is Special Summoned from your Graveyard. Select and Special Summon 1 ""Supay"" or 1 ""Fire Ant Ascator"" from your Graveyard.",,0.11,0.14,1.99,0.25,0.25
1490690,Canopic Protector,Trap Card,Continuous Trap,trap,"Once per Chain, when your opponent activates a card or effect: You can Special Summon 1 ""Horus"" monster from your hand or GY, but for the rest of this turn, you cannot Special Summon monsters with the same original name by the effect of ""Canopic Protector"". If this card is sent from the hand or field to the GY: You can Set this card, but banish it when it leaves the field. You can only use this effect of ""Canopic Protector"" once per turn.",,0.1,0.15,0.0,0.0,0.79
88513608,Card of Sacrifice,Trap Card,Normal Trap,trap,"Draw 2 cards, if the combined ATK of all your face-up Attack Position monsters (minimum 2) is less than the ATK of your opponent's face-up monster with the lowest ATK. You cannot Summon or change Battle Position the turn you activate this card.",,0.08,0.19,0.99,1.04,0.39
59957503,Cash Back,Trap Card,Counter Trap,trap,"When your opponent activates a Spell/Trap Card, or monster effect, by paying their Life Points: Negate the activation, and if you do, return it to the Deck.",,0.18,0.13,0.99,0.2,0.25
13513663,Castle of Dragon Souls,Trap Card,Continuous Trap,trap,"Once per turn: You can banish 1 Dragon monster from your GY, then target 1 monster you control; it gains 700 ATK until the end of this turn (even if this card leaves the field). When this face-up card on the field is sent to the GY: You can target 1 of your banished Dragon monsters; Special Summon that target. You can only control 1 ""Castle of Dragon Souls"".",,0.06,0.07,0.99,0.82,0.25
44209392,Castle Walls,Trap Card,Normal Trap,trap,Increase the DEF of 1 face-up monster on the field by 500 points until the end of this turn.,,0.02,0.17,1.55,0.25,0.25
36468556,Ceasefire,Trap Card,Normal Trap,trap,"If a face-down Defense Position monster or an Effect Monster is on the field: Change all face-down Defense Position monsters on the field to face-up Defense Position (Flip monsters' effects are not activated at this time), also inflict 500 damage to your opponent for each Effect Monster on the field.",,0.16,0.33,5.0,0.79,0.25
84491298,Cell Explosion Virus,Trap Card,Normal Trap,trap,Activate only when an opponent's monster with an A-Counter declares an attack. Destroy all Attack Position monsters your opponent controls.,Alien,0.27,0.25,1.75,1.22,0.25
51394546,Cemetary Bomb,Trap Card,Normal Trap,trap,Inflict 100 damage to your opponent for each card in their Graveyard.,,0.12,0.3,1.65,1.42,0.79
40155014,Centur-Ion Phalanx,Trap Card,Normal Trap,trap,"Target 1 face-up Monster Card on the field; banish it, and if you do, during the Standby Phase of the next turn, Special Summon that banished monster to its owner's field. You can banish this card from your GY, then target 1 ""Centur-Ion"" Synchro Monster in your GY; Special Summon it, but it loses 1500 ATK. You can only use 1 ""Centur-Ion Phalanx"" effect per turn, and only once that turn.",Centur-Ion,0.21,0.84,0.0,0.0,0.99
77543769,Centur-Ion True Awakening,Trap Card,Counter Trap,trap,"When a Spell/Trap Card, or monster effect, is activated: Send 1 face-up Monster Card from your Spell & Trap Zone to the GY; negate the activation, and if you do, destroy that card. You can only activate 1 ""Centur-Ion True Awakening"" per turn.",Centur-Ion,0.18,0.18,0.0,0.0,0.99
48276469,Chain Burst,Trap Card,Continuous Trap,trap,"Each time a player activates a Trap Card, they take 1000 damage immediately after it resolves.",,0.04,0.21,1.17,0.99,1.99
1248895,Chain Destruction,Trap Card,Normal Trap,trap,When a monster(s) with 2000 or less ATK is Summoned: Target 1 of them; destroy all cards with that name in its controller's hand and Main Deck.,,0.02,0.08,3.99,0.96,0.25
51449743,Chain Detonation,Trap Card,Normal Trap,trap,"Inflict 500 damage to your opponent. If this card was activated as Chain Link 2 or 3, add this card to the Deck and shuffle it. If this card was activated as Chain Link 4 or higher, return this card to the hand.",,0.17,0.2,0.99,0.99,0.25
57139487,Chain Disappearance,Trap Card,Normal Trap,trap,"When a monster(s) with 1000 or less ATK is Summoned: Banish that monster(s) with 1000 or less ATK, then your opponent banishes all cards with the same name as that card(s) from their hand and Deck.",,0.24,0.41,3.99,1.39,0.25
3171055,Chain Dispel,Trap Card,Normal Trap,trap,When a Spell/Trap Card is activated: Destroy all cards in the controller's Deck with the same name as the activated card.,,0.11,0.09,0.99,0.2,0.49
25050038,Chain Healing,Trap Card,Normal Trap,trap,"Gain 500 Life Points. If this card was activated as Chain Link 2 or 3, add this card to the Deck and shuffle it. If this card was activated as Chain Link 4 or higher, return this card to the hand.",,0.1,0.11,2.5,0.98,0.25
9581215,Chain Hole,Trap Card,Normal Trap,trap,"When your opponent activates a monster effect in response to a card or effect activation: Negate that opponent's effect, then, your opponent can banish 1 card from their hand or Deck with the same original name as that negated card. If they did not, you can banish 1 random card from their hand.",Hole,0.13,0.2,0.99,0.25,0.25
85893201,Chain Ignition,Trap Card,Continuous Trap,trap,"Once per turn, if a monster(s) your opponent controls is destroyed by your opponent's card effect (except during the Damage Step): You can target 1 card on the field; destroy that target.",,0.08,0.09,0.99,0.25,0.49
39980304,Chain Material,Trap Card,Normal Trap,trap,"Any time you Fusion Summon a monster this turn, you can remove from play, from your side of the field, Deck, hand or Graveyard, Fusion Material Monsters that are listed on the Fusion Monster Card, and use them as Fusion Material Monsters. You cannot attack during the turn this card is activated. If you used this effect for a Fusion Summon, the Summoned Fusion Monster(s) is destroyed during the End Phase.",,1.58,2.27,2.61,1.57,0.99
22205600,Chain Whirlwind,Trap Card,Normal Trap,trap,Activate only when a card on the field is destroyed by a card effect. Select 2 Spell/Trap Cards on the field and destroy them.,,0.06,0.13,0.99,0.99,0.25
82382815,Champion's Vigilance,Trap Card,Counter Trap,trap,"If you control a Level 7 or higher Normal Monster, when a monster would be Summoned OR a Spell/Trap Card is activated: Negate the Summon or activation, and if you do, destroy that card.",,0.06,0.09,0.99,0.49,0.39
74095602,Change of Hero - Reflector Ray,Trap Card,Normal Trap,trap,"When an ""Elemental HERO"" Fusion Monster you control is destroyed by battle and sent to the Graveyard: Inflict damage to your opponent equal to its original Level x 300.",Elemental HERO,0.02,0.15,2.0,0.95,0.25
24673894,Changing Destiny,Trap Card,Normal Trap,trap,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and if you do, change it to Defense Position and it cannot change its battle position while it is face-up on the field. Then, your opponent chooses 1 of these effects.
● You (the opponent of this card's activator) gain LP equal to half the target's ATK.
● Your opponent (the activator of this card) takes damage equal to half the target's ATK.",,0.05,0.09,0.99,1.02,0.25
4923662,Chaos Burst,Trap Card,Normal Trap,trap,"When your opponent's monster declares an attack: Tribute 1 monster, then target the attacking monster; destroy that target, then inflict 1000 damage to your opponent.",Chaos,0.15,0.2,4.95,1.2,0.25
4081825,Chaos Infinity,Trap Card,Normal Trap,trap,"Change as many Defense Position monsters on the field as possible to face-up Attack Position, then Special Summon 1 ""Meklord"" monster from your Deck or Graveyard, but its effects are negated, also it is destroyed during the End Phase.",Chaos,0.07,0.05,0.99,5.98,0.25
60329973,Chaos Phantasm,Trap Card,Normal Trap,trap,"Target 1 of your banished LIGHT Tuners and 1 of your banished Level 8 or lower DARK non-Tuners; return both to the GY, then Special Summon 1 LIGHT or DARK Synchro Monster from your Extra Deck whose Level equals the total Levels of those returned monsters.",Chaos,0.04,0.06,0.0,0.0,0.39
11593137,Chaos Trap Hole,Trap Card,Counter Trap,trap,"When a LIGHT or DARK monster(s) would be Summoned: Pay 2000 LP; negate the Summon of the LIGHT and DARK monster(s), and if you do, banish it.",Chaos,0.28,0.21,1.49,0.99,0.49
87955518,Chef's Special Recipe,Trap Card,Counter Trap,trap,"When a Spell/Trap Card, or monster effect, is activated while you control a ""Nouvelles"" Ritual Monster: Negate the activation, then you can destroy that card if you control a monster that was Special Summoned by the effect of a ""Nouvelles"" monster. If you Special Summon ""Hungry Burger"": You can banish this card from your GY; Tribute as many monsters your opponent controls as possible. You can only use each effect of ""Chef's Special Recipe"" once per turn.",Recipe,0.1,0.1,0.99,0.0,0.49
56532632,Chivalry,Trap Card,Counter Trap,trap,"Activate only during the Battle Phase, when the effect of an opponent's Effect Monster is activated. Negate the activation and destroy that card.",,0.82,0.37,1.79,2.01,0.0
98076754,Chosen of Zefra,Trap Card,Continuous Trap,trap,"This card gains these effects depending on the number of face-up ""Zefra"" monsters with different names in your Extra Deck.
● 3 or more: Monsters you control gain 100 ATK for each face-up card in any Extra Deck.
● 5 or more: Monsters you control cannot be destroyed by an opponent's card effects.
● 8 or more: Monsters you control cannot be targeted by an opponent's card effects.
● 10: You can send this card to the Graveyard; shuffle all cards from your opponent's hand, field, and Graveyard into the Deck.",Zefra,0.06,0.07,1.99,0.99,0.0
50797682,Chronomaly Esperanza Glyph,Trap Card,Normal Trap,trap,"During the Main Phase: Target 1 Xyz Monster Card you control or in your GY; Special Summon 2 ""Chronomaly"" monsters that are 1 Level higher than that monster's Rank, from your hand, Deck, and/or GY, but negate their effects, then, immediately after this effect resolves, Xyz Summon 1 ""Chronomaly"" Xyz Monster using only those 2 monsters. You can only activate 1 ""Chronomaly Esperanza Glyph"" per turn.",Chronomaly,0.12,0.09,0.99,0.25,0.49
18271561,Chthonian Blast,Trap Card,Normal Trap,trap,"When a face-up monster you control is destroyed and sent to the Graveyard: Destroy the 1 face-up monster on the field that has the lowest ATK (your choice, if tied), and if you do, inflict damage to both players equal to half of that monster's ATK.",,0.06,0.08,0.99,0.25,0.25
72287557,Chthonian Polymer,Trap Card,Normal Trap,trap,Activate only when your opponent Fusion Summons a Fusion Monster. Tribute 1 monster to take control of that Fusion Monster.,,0.09,0.14,0.99,0.25,0.25
99397762,Cipher Bit,Trap Card,Normal Trap,trap,"Target 1 ""Galaxy-Eyes"" or ""Cipher"" Xyz Monster you control; attach this card to it as an Xyz Material, and if you do, the next time it would be destroyed by battle or card effect this turn, it is not destroyed.",Cipher,0.03,0.12,0.99,0.25,0.49
98905,Cipher Spectrum,Trap Card,Normal Trap,trap,"If a ""Cipher"" Xyz Monster(s) you control that has Xyz Material is destroyed by battle or an opponent's card effect and sent to your Graveyard: Target 1 of those monsters; Special Summon it, and if you do, Special Summon 1 Xyz Monster from your Extra Deck with the same name as that Xyz monster.",Cipher,0.07,0.13,0.99,0.25,0.25
22479888,Clay Charge,Trap Card,Normal Trap,trap,"When an ""Elemental HERO Clayman"" you control is targeted for an attack (even if it is face-down, but reveal it to your opponent in that case): Destroy the attacking monster and that ""Elemental HERO Clayman"", and inflict 800 damage to your opponent.",Elemental HERO,0.34,0.64,2.79,1.49,0.79
8323633,Cloak and Dagger,Trap Card,Continuous Trap,trap,"Declare 1 Monster Card name. If your opponent Normal Summons, Special Summons, or flips that monster(s) face-up, remove that monster(s) and this card from play.",,0.18,0.18,8.95,0.5,0.49
86871614,Cloning,Trap Card,Normal Trap,trap,"When your opponent Normal or Flip Summons a monster that has a Level: Target that face-up monster; Special Summon 1 ""Clone Token"", with the same original Type, Attribute, Level, ATK, and DEF as that target. When that target is destroyed and sent to the GY, destroy this Token.",,0.02,0.05,1.99,0.25,0.25
