id,name,type,humanReadableCardType,frameType,desc,archetype,cardmarket_price,tcgplayer_price,ebay_price,amazon_price,coolstuffinc_price
25140659,Danger! Response Team,Spell Card,Normal Spell,spell,"Target 1 ""Danger!"" monster you control and 1 monster on the field; return them to the hand. If this card is in the GY: You can discard 1 ""Danger!"" monster; place this card on the bottom of the Deck, then draw 1 card. You can only use each effect of ""Danger! Response Team"" once per turn.",Danger!,0.24,0.29,0.99,0.79,0.79
76895648,Dangerous Machine Type-6,Spell Card,Continuous Spell,spell,"During each of your Standby Phases: Roll a six-sided die and apply the result.
● 1: Discard 1 card.
● 2: Your opponent discards 1 card.
● 3: Draw 1 card.
● 4: Your opponent draws 1 card.
● 5: Destroy 1 monster your opponent controls.
● 6: Destroy this card.",,0.82,0.63,3.49,2.54,1.99
22082432,Dangers of the Divine,Spell Card,Quick-Play Spell,spell,"Pay half your LP, then Tribute 1 monster; Special Summon 1 ""The Winged Dragon of Ra"" from your hand or banishment, ignoring its Summoning conditions, and make its ATK/DEF 4000, but it cannot attack, also during the End Phase of the next turn, return it to the hand. If this card is sent from the field to the GY: Choose 1 ""The Winged Dragon of Ra"" in your Monster Zone and send all other monsters on the field to the GY. You can only use each effect of ""Dangers of the Divine"" once per turn.",Ra,0.06,0.11,0.0,0.0,0.0
49702428,Dark Burning Attack,Spell Card,Normal Spell,spell,"If you control a ""Dark Magician Girl"" monster: Destroy all face-up monsters your opponent controls.",Dark Magician,0.36,0.19,2.5,2.69,1.99
75190122,Dark Burning Magic,Spell Card,Quick-Play Spell,spell,"If you control monsters whose original names are ""Dark Magician"" and ""Dark Magician Girl"": Destroy all cards your opponent controls.",Dark Magician,0.35,0.37,2.95,1.95,2.99
12071500,Dark Calling,Spell Card,Normal Spell,spell,"Fusion Summon 1 Fusion Monster from your Extra Deck, that must be Special Summoned with ""Dark Fusion"", by banishing the Fusion Materials listed on it from your hand and/or GY. (This is treated as a Fusion Summon with ""Dark Fusion"".)",,0.09,0.1,0.99,3.89,0.39
53527835,Dark City,Spell Card,Field Spell,spell,"When a ""Destiny HERO"" monster attacks, if its ATK is lower than the ATK of the attack target, the attacking monster gains 1000 ATK during damage calculation only.",Destiny HERO,0.04,0.09,0.99,69.95,0.25
77124096,Dark Contact,Spell Card,Normal Spell,spell,"Activate 1 of these effects (but you can only use each effect of ""Dark Contact"" once per turn);
● Fusion Summon 1 Fusion Monster from your Extra Deck that must be Special Summoned with ""Dark Fusion"", by shuffling its materials from your field, GY, and/or banishment into the Deck. (This is treated as a Fusion Summon with ""Dark Fusion"".)
● Add 1 ""Supreme King's Castle"" or ""Dark Fusion"" from your Deck to your hand.",Contact,0.26,0.92,0.0,0.0,0.0
33814281,Dark Contract with Patent License,Spell Card,Field Spell,spell,"If your opponent Special Summons a monster(s) with the same card type (Fusion, Synchro, Xyz, or Link) as a ""D/D/D"" monster you control (except during the Damage Step): You can inflict 1000 damage to your opponent, also, while this card is on the field, your opponent cannot Special Summon monsters with the same card type as that Special Summoned monster for the rest of this turn. If this card is sent to the GY: You can add 1 ""D/D"" monster from your GY, or 1 face-up ""D/D"" Pendulum Monster from your Extra Deck, to your hand. You can only use this effect of ""Dark Contract with Patent License"" once per turn.",Dark Contract,0.05,0.15,0.99,0.25,0.25
60168186,Dark Contract with the Entities,Spell Card,Continuous Spell,spell,"When a ""D/D/D"" monster of the below card type is Special Summoned from the Extra Deck to your field: You can activate the appropriate effect once per turn;
● Fusion: Gain 1000 LP.
● Synchro: Your opponent cannot target that Special Summoned monster with card effects.
● Xyz: Banish 1 card from the field or the Graveyard.
● Pendulum: Draw 1 card, then discard 1 card.
Once per turn, during your Standby Phase: Take 2000 damage.",D/D,0.29,0.25,2.45,0.99,0.25
46372010,Dark Contract with the Gate,Spell Card,Continuous Spell,spell,"During your Main Phase: You can add 1 ""D/D"" monster from your Deck to your hand. You can only use this effect of ""Dark Contract with the Gate"" once per turn. Once per turn, during your Standby Phase: Take 1000 damage.",D/D,0.46,0.36,1.5,0.83,0.39
73360025,Dark Contract with the Swamp King,Spell Card,Continuous Spell,spell,"During your Main Phase: You can Fusion Summon 1 Fiend-Type Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Materials. You can only use this effect of ""Dark Contract with the Swamp King"" once per turn. If Summoning a ""D/D"" Fusion Monster this way, you can also banish monsters from your Graveyard as Fusion Material. Once per turn, during your Standby Phase: Take 1000 damage.",D/D,0.04,0.15,1.5,0.56,0.39
45974017,Dark Contract with the Yamimakai,Spell Card,Continuous Spell,spell,"Once per turn, during your Standby Phase: Take 1000 damage.
You can only use 1 of the following effects of ""Dark Contract with the Yamimakai"" per turn, and only once that turn.
● During your Main Phase: You can target 1 ""D/D"" Pendulum Monster in your Graveyard; place it in your Pendulum Zone.
● During your Main Phase: You can place 1 face-up ""D/D"" Pendulum Monster from your Extra Deck in your Pendulum Zone.",D/D,0.11,0.25,1.75,1.0,0.25
70231910,Dark Core,Spell Card,Normal Spell,spell,"Discard 1 card, then target 1 face-up monster on the field; banish that target.",,0.15,0.57,4.99,0.58,0.79
98696958,Dark Corridor,Spell Card,Normal Spell,spell,"Add 1 ""Dark World"" monster from your Deck to your hand, then discard 1 card. You can only activate 1 ""Dark Corridor"" per turn.",,1.6,3.04,0.0,0.0,11.99
78053598,Dark Designator,Spell Card,Normal Spell,spell,"Declare 1 Monster Card name. If the declared card is in your opponent's Deck, add 1 of that card to your opponent's hand.",,0.33,0.32,2.49,2.0,0.25
18803791,Dark Dragon Ritual,Spell Card,Ritual Spell,spell,"This card is used to Ritual Summon ""Paladin of Dark Dragon"". You must also Tribute monsters from your hand or field whose total Levels equal 4 or more. During your Main Phase, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard; add 1 ""Red-Eyes"" Spell/Trap Card from your Deck to your hand.",Red-Eyes,0.07,0.32,0.99,0.99,0.25
53194323,Dark Element,Spell Card,Normal Spell,spell,"If you have a ""Gate Guardian"" monster in your GY: Pay half your LP; Special Summon 1 Level 11 or higher ""Gate Guardian"" monster from your hand, Deck, or Extra Deck, ignoring its Summoning conditions. You can banish this card from your GY; add 1 of your ""Sanga of the Thunder"", ""Kazejin"", or ""Suijin"" from your Deck or banishment to your hand. You can only use each effect of ""Dark Element"" once per turn.",,0.2,0.18,0.0,0.0,0.0
4614116,Dark Energy,Spell Card,Equip Spell,spell,Increase the ATK and DEF of a Fiend-Type monster equipped with this card by 300 points.,,0.02,0.11,0.99,3.19,0.25
674561,Dark Eruption,Spell Card,Normal Spell,spell,Target 1 DARK monster with 1500 or less ATK in your GY; add that target to your hand.,,0.09,0.13,0.99,0.25,0.25
90928333,Dark Factory of Mass Production,Spell Card,Normal Spell,spell,Target 2 Normal Monsters in your GY; add them to your hand.,,0.04,0.12,0.99,1.28,0.25
94820406,Dark Fusion,Spell Card,Normal Spell,spell,"Fusion Summon 1 Fiend Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. Your opponent cannot target it with card effects this turn.",,0.21,0.27,4.89,1.79,0.39
53129443,Dark Hole,Spell Card,Normal Spell,spell,Destroy all monsters on the field.,Hole,0.02,0.17,2.94,0.94,0.49
2314238,Dark Magic Attack,Spell Card,Normal Spell,spell,"If you control ""Dark Magician"": Destroy all Spells and Traps your opponent controls.",Dark Magician,0.02,0.21,4.99,1.19,0.39
99789342,Dark Magic Curtain,Spell Card,Normal Spell,spell,"Pay half your LP; Special Summon 1 ""Dark Magician"" from your Deck. You cannot Summon other monsters the turn you activate this card (but you can Set).",Dark Magician,0.08,0.16,3.19,1.02,0.39
111280,Dark Magic Expanded,Spell Card,Quick-Play Spell,spell,"Apply these effects in sequence, based on the number of ""Dark Magician"" and/or ""Dark Magician Girl"" on the field and in the GYs.
● 1+: 1 DARK Spellcaster monster on the field gains 1000 ATK until the end of this turn.
● 2+: This turn, your opponent cannot activate cards and effects in response to your Spell/Trap Card or effect activation, also Spells/Traps you control cannot be destroyed by your opponent's card effects.
● 3+: DARK Spellcaster monsters you currently control are unaffected by your opponent's card effects, until the end of this turn.",Dark Magician,0.13,0.5,5.0,2.72,0.99
41735184,Dark Magic Inheritance,Spell Card,Quick-Play Spell,spell,"Banish 2 Spells from your GY; add 1 Spell/Trap from your Deck to your hand, that specifically lists the card ""Dark Magician"" or ""Dark Magician Girl"" in its text, except ""Dark Magic Inheritance"". You can only activate 1 ""Dark Magic Inheritance"" per turn.",Dark Magician,0.51,0.92,2.99,4.1,1.99
70168345,Dark Magic Twin Burst,Spell Card,Normal Spell,spell,"Target 1 ""Dark Magician"" you control; it gains ATK equal to the combined ATK of all ""Dark Magician Girl"" currently on the field and in the GYs, until the end of this turn. You can only activate 1 ""Dark Magic Twin Burst"" per turn.",Dark Magician,0.33,1.84,2.95,3.5,1.49
82404868,Dark Magic Veil,Spell Card,Normal Spell,spell,Pay 1000 LP; Special Summon 1 DARK Spellcaster-Type monster from your hand or Graveyard.,,0.27,0.62,4.19,4.12,1.99
47222536,Dark Magical Circle,Spell Card,Continuous Spell,spell,"When this card is activated: Look at the top 3 cards of your Deck, then you can reveal 1 ""Dark Magician"" or 1 Spell/Trap that specifically lists the card ""Dark Magician"" in its text, among them, and add it to your hand, also place the remaining cards on top of your Deck in any order. If ""Dark Magician"" is Normal or Special Summoned to your field (except during the Damage Step): You can target 1 card your opponent controls; banish it. You can only use each effect of ""Dark Magical Circle"" once per turn.",Dark Magician,0.07,0.21,1.22,1.75,0.39
41722932,Dark Mambele,Spell Card,Normal Spell,spell,If you control 3 or more DARK monsters: Target 1 face-up card on the field; banish that target.,,0.07,0.05,0.99,0.45,0.25
85562745,Dark Room of Nightmare,Spell Card,Continuous Spell,spell,"Each time your opponent takes damage from a card effect, except ""Dark Room of Nightmare"", inflict 300 damage to your opponent.",,0.1,1.37,0.99,4.56,1.99
54693926,Dark Ruler No More,Spell Card,Normal Spell,spell,"Negate the effects of all face-up monsters your opponent currently controls, until the end of this turn, also, for the rest of this turn after this card resolves, your opponent takes no damage. Neither player can activate monster effects in response to this card's activation.",,0.17,0.37,2.34,3.46,1.99
16625614,Dark Sanctuary,Spell Card,Field Spell,spell,"If a ""Spirit Message"" card would be placed on your field with ""Destiny Board"", you can Special Summon it as a Normal Monster (Fiend/DARK/Level 1/ATK 0/DEF 0) instead, and if you do, it is unaffected by card effects, except ""Destiny Board"", and cannot be targeted for attacks, but does not prevent your opponent from attacking you directly. When an opponent's monster declares an attack: Toss a coin and if the result is heads, negate the attack, and if you do, inflict damage to your opponent equal to half the current ATK of that opponent's monster.",Spirit Message,0.2,0.21,0.99,0.96,0.39
47233801,Dark Snake Syndrome,Spell Card,Continuous Spell,spell,During each of your Standby Phases: Inflict damage to both players. This damage begins at 200 and is doubled during each of your following Standby Phases.,,0.43,0.23,1.25,1.26,0.25
14386013,Dark Spirit's Mastery,Spell Card,Normal Spell,spell,"Discard 1 card; add 1 ""Destiny Board"" or 1 Level 8 Fiend monster from your Deck or GY to your hand. You can banish this card from your GY, except the turn this card was sent to the GY; place any number of ""Destiny Board"" and/or ""Spirit Message"" cards with different names from your hand or GY on the bottom of the Deck in any order, then draw the same number of cards. You can only use each effect of ""Dark Spirit's Mastery"" once per turn.",Spirit Message,0.29,0.18,4.49,0.45,0.39
65956182,Dark World Accession,Spell Card,Quick-Play Spell,spell,"During the Main Phase: Fusion Summon 1 Fiend Fusion Monster from your Extra Deck, by banishing materials mentioned on it from your field or GY. If Fusion Summoning a ""Dark World"" monster this way, you can also discard monsters as material. During your Main Phase, if this card is in your GY: You can add this card to your hand, then discard 1 ""Dark World"" monster. You can only use each effect of ""Dark World Accession"" once per turn.",Dark World,0.19,0.12,0.0,0.0,0.79
76672730,Dark World Archives,Spell Card,Continuous Spell,spell,"During your Main Phase: You can discard 1 ""Dark World"" monster, and if you do, ""Dark World"" monsters you currently control gain ATK equal to the Level the discarded monster had in the hand x 100, until the end of this turn. If a monster whose original Type is Fiend is discarded from your hand by the effect of a ""Dark World"" card or an opponent's card effect, even during the Damage Step: You can discard 1 card, then draw 2 cards. You can only use each effect of ""Dark World Archives"" once per turn.",Dark World,0.2,0.11,2.0,5.98,0.79
74117290,Dark World Dealings,Spell Card,Normal Spell,spell,"Each player draws 1 card, then each player discards 1 card.",Dark World,0.24,0.24,2.34,2.19,0.25
61623148,Dark World Grimoire,Spell Card,Continuous Spell,spell,"During your End Phase, if you discard a monster(s) to the Graveyard because you had more cards than your hand size limit: You can target 1 of those monsters; Special Summon that target.",Dark World,0.39,0.34,1.9,1.17,0.25
93554166,Dark World Lightning,Spell Card,Normal Spell,spell,"Target 1 Set card on the field; destroy that target, then discard 1 card.",Dark World,0.07,0.09,1.95,1.53,0.25
30284022,Dark World Puppetry,Spell Card,Quick-Play Spell,spell,"Target up to 3 cards in any GY(s); banish them, then discard 1 Fiend monster. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 of your banished Fiend monsters; add it to your hand. You can only activate 1 ""Dark World Puppetry"" per turn.",Dark World,0.11,0.15,2.0,1.3,0.79
45895206,Dark-Piercing Light,Spell Card,Normal Spell,spell,Flip all face-down monsters on your opponent's side of the field face-up.,,0.22,0.6,4.95,0.25,0.39
14517422,Darklord Contact,Spell Card,Normal Spell,spell,"Special Summon 1 ""Darklord"" monster from your GY in Defense Position. You can only activate 1 ""Darklord Contact"" per turn.",Darklord,0.19,0.18,0.99,0.99,0.49
80168720,Darkness Approaches,Spell Card,Normal Spell,spell,Discard 2 cards from your hand. Select 1 face-up monster and change it to face-down Defense Position.,,0.04,0.04,0.99,1.29,0.39
83584898,Darkworld Shackles,Spell Card,Equip Spell,spell,"The equipped monster cannot attack, also its ATK and DEF become 100. During each of your Standby Phases: Inflict 500 damage to the controller of the equipped monster.",,0.17,0.34,1.99,1.74,0.79
27383110,Dawn of the Herald,Spell Card,Ritual Spell,spell,"This card is used to Ritual Summon ""Herald of Perfection"". You must also Tribute monsters from your hand or field whose total Levels equal exactly 6. When ""Herald of Perfection"" is Ritual Summoned by this card's effect: You can banish this card from your Graveyard, then target 1 of the monsters in your Graveyard that was Tributed for that Ritual Summon; return that target to your hand.",Herald,0.3,0.34,1.6,0.83,0.79
95286165,De-Fusion,Spell Card,Quick-Play Spell,spell,"Target 1 Fusion Monster on the field; return that target to the Extra Deck, then, if all the Fusion Materials that were used for its Fusion Summon are in your GY, you can Special Summon all of them.",,0.11,0.23,2.95,2.84,0.39
19159413,De-Spell,Spell Card,Normal Spell,spell,"Target 1 face-up Spell, or 1 Set Spell/Trap, on the field; destroy that target if it is a Spell. (If the target is Set, reveal it.)",,0.02,0.39,0.99,2.7,0.39
32441317,De-Synchro,Spell Card,Normal Spell,spell,"Target 1 Synchro Monster on the field; return that target to the Extra Deck, then, if all of the monsters that were used for the Synchro Summon of that monster are in your GY, you can Special Summon all of them.",,0.05,0.08,1.68,6.95,0.39
66328392,Deception of the Sinful Spoils,Spell Card,Continuous Spell,spell,"You can Tribute 1 monster from your hand or field; add 1 ""Azamina"" card from your Deck to your hand. If a monster(s) is sent to your opponent's GY, and you control an ""Azamina"" monster (except during the Damage Step): You can make your opponent lose 1500 LP, and if you do, gain 1500 LP. During the End Phase, if this card is in the GY because it was sent there from the Spell & Trap Zone this turn while face-up: You can Set it. You can only use each effect of ""Deception of the Sinful Spoils"" once per turn.",Sinful Spoils,13.48,18.16,0.0,0.0,0.0
70485614,Decisive Battle of Golgonda,Spell Card,Continuous Spell,spell,"This card's name becomes ""Great Sand Sea - Gold Golgonda"" while on the field or in the GY. Once per turn, if a card(s) you control would be destroyed by battle or card effect, you can send 1 Fusion Monster that mentions ""Fallen of Albaz"" as material from your Extra Deck to the GY, instead. During the End Phase, if you have ""Fallen of Albaz"" on your field or in your GY: You can Special Summon 1 ""Springans"" monster from your hand or Deck. You can only use this effect of ""Decisive Battle of Golgonda"" once per turn.",,0.11,0.06,0.99,0.0,0.39
1149109,Deck Lockdown,Spell Card,Continuous Spell,spell,Neither player can add cards from the Deck to their hand except by drawing them. Monsters cannot be Special Summoned from the Main Deck. Destroy this card during your 2nd Standby Phase after activation.,,0.88,0.03,0.0,0.79,0.25
33062423,Decode Destruction,Spell Card,Normal Spell,spell,"Target 1 ""Decode Talker"" you control; apply the following effects this turn, depending on the number of monsters it currently points to.
● 1+: That monster gains 500 ATK for each monster it currently points to.
● 2+: Monsters destroyed by battle with that monster are banished after damage calculation.
● 3: After damage calculation, if that monster destroys your opponent's monster by battle: Destroy all cards your opponent controls.
You can only activate 1 ""Decode Destruction"" per turn.",Code Talker,0.06,0.14,0.99,0.25,0.49
69542930,Dedication through Light and Darkness,Spell Card,Quick-Play Spell,spell,"Tribute 1 ""Dark Magician""; Special Summon 1 ""Dark Magician of Chaos"" from your hand, Deck, or Graveyard.",Dark Magician,0.12,0.28,0.99,1.11,0.25
72060415,Deep Sea Aria,Spell Card,Normal Spell,spell,"Banish 1 WATER monster from your GY; add 1 Level 4 or lower Sea Serpent monster from your Deck to your hand. You can only activate 1 ""Deep Sea Aria"" per turn.",,0.12,0.2,0.99,1.19,0.49
96687733,Defense of the Temple,Spell Card,Normal Spell,spell,"Fusion Summon 1 EARTH Fusion Monster from your Extra Deck, using monsters from your hand or field. If you use a monster you control that mentions ""Temple of the Kings"", you can also use face-up monsters your opponent controls as material. If you control ""Temple of the Kings"": You can banish this card from your GY; add 1 ""Dangers of the Divine"" from your Deck to your hand. You can only use this effect of ""Defense of the Temple"" once per turn.",Temple of the Kings,0.14,0.09,0.0,0.0,0.0
59687381,Defense Zone,Spell Card,Field Spell,spell,"For each monster a player controls in their Main Monster Zone, their Spells/Traps in the same column as that monster cannot be destroyed by their opponent's card effects, and their opponent cannot target them with card effects.",,0.09,0.09,1.75,0.45,0.49
36995273,Degenerate Circuit,Spell Card,Continuous Spell,spell,The controller of this card pays 500 Life Points during each of their Standby Phases (this is not optional). Monster Cards that would be returned from the field to the hand are removed from play instead.,,0.39,0.37,4.99,0.59,0.0
44763025,Delinquent Duo,Spell Card,Normal Spell,spell,"Pay 1000 LP; your opponent discards 1 random card, and if they have any other cards in their hand, discard 1 more card of their choice.",,5.72,4.03,24.99,24.99,25.99
39719977,Delta Attacker,Spell Card,Normal Spell,spell,You can only activate this card while there are 3 Normal Monsters of the same name (except Tokens) on your side of the field. The 3 Normal Monsters of the same name can attack your opponent's Life Points directly during the turn this card is activated.,,0.04,0.14,0.99,1.27,0.39
3129133,Delta of Invitation,Spell Card,Field Spell,spell,"When this card is activated: You can send 1 Level 5 or higher Zombie monster from your Deck to the GY. You can only use each of the following effects of ""Delta of Invitation"" once per turn. If a Zombie monster is on the field: You can Special Summon 1 ""Delta Token"" (Zombie/DARK/Level 5/ATK 0/DEF 0). If a monster(s) is added from the GY to the hand, while this card is in your GY (except during the Damage Step): You can add this card to your hand. You can only activate 1 ""Delta of Invitation"" per turn.",,0.11,0.15,0.0,0.0,0.0
48934760,Demise of the Land,Spell Card,Quick-Play Spell,spell,Activate only when your opponent Special Summons a monster. Select 1 Field Spell Card from your Deck and activate it.,,0.17,0.23,2.79,0.66,2.99
72575145,Demotion,Spell Card,Equip Spell,spell,Downgrade the monster equipped with this card by 2 Levels.,,0.24,0.29,2.97,1.8,0.25
44883830,Des Croaking,Spell Card,Normal Spell,spell,"Activate only while you control 3 face-up ""Des Frogs"". Destroy all cards your opponent controls.",Frog,0.17,0.21,1.0,1.0,0.49
12215894,Deskbot Base,Spell Card,Field Spell,spell,"All ""Deskbot"" monsters on the field gain 500 ATK and DEF. Once per turn: You can reveal any number of ""Deskbot"" cards in your hand and shuffle them into the Deck, then draw the same number of cards. You can banish 9 ""Deskbot"" cards with different names from your field and/or Graveyard, except ""Deskbot Base""; shuffle all cards from your opponent's hand, field and Graveyard into the Deck.",Deskbot,0.04,0.14,0.99,0.99,0.25
99543666,"Despia, Theater of the Branded",Spell Card,Field Spell,spell,"During your Main Phase: You can Fusion Summon 1 Level 8 or higher Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If a face-up non-Fusion Fairy monster you control leaves the field by an opponent's card effect, or is destroyed by battle: You can target 1 Level 8 or higher Fusion Monster in your GY; Special Summon it. You can only use each effect of ""Despia, Theater of the Branded"" once per turn.",Despia,0.13,0.12,1.5,4.49,0.39
45809008,Destiny Draw,Spell Card,Normal Spell,spell,"Discard 1 ""Destiny HERO"" card; draw 2 cards.",Destiny HERO,0.26,0.16,0.99,0.82,0.25
41940225,Destruction Swordsman Fusion,Spell Card,Quick-Play Spell,spell,"Fusion Summon 1 Fusion Monster that lists ""Buster Blader"" as Material from your Extra Deck, using monsters from your hand or either side of the field as Fusion Materials. If this card is in your Graveyard: You can send 1 card from your hand to the Graveyard; add this card to your hand. You can only use each effect of ""Destruction Swordsman Fusion"" once per turn.",Destruction Sword,0.12,0.23,2.49,1.16,0.39
89086566,Detonate,Spell Card,Quick-Play Spell,spell,"Destroy as many ""Kuriboh"" and ""Kuriboh Tokens"" you control as possible, then destroy cards your opponent controls, up to the number of cards destroyed by this effect.",Kuriboh,0.04,0.14,0.99,0.37,0.25
81994591,Diamond Core of Koa'ki Meiru,Spell Card,Normal Spell,spell,"Add 1 ""Koa'ki Meiru"" card from your Deck to your hand, except ""Diamond Core of Koa'ki Meiru"". You can banish this card from your Graveyard; for the rest of this turn, ""Koa'ki Meiru"" monsters you control cannot be destroyed.",Koa'ki Meiru,0.1,0.15,0.99,0.94,0.49
19980975,Diamond-Dust Cyclone,Spell Card,Quick-Play Spell,spell,Select 1 monster with 4 or more Fog Counters. Destroy it and then draw 1 card for every 4 Fog Counters that were on it.,,0.12,0.19,0.99,0.59,0.39
84257640,Dian Keto the Cure Master,Spell Card,Normal Spell,spell,Increase your Life Points by 1000 points.,,0.09,0.34,1.75,2.97,0.39
11808215,Dice Dungeon,Spell Card,Field Spell,spell,"When this card is activated: You can add 1 ""Dimension Dice"" from your Deck to your hand. At the start of the Battle Phase: You can activate this effect; each player rolls a six-sided die and applies the result to all monsters they control, until the end of this turn.
● 1: Lose 1000 ATK.
● 2: Gain 1000 ATK.
● 3: Lose 500 ATK.
● 4: Gain 500 ATK.
● 5: Halve their ATK.
● 6: Double their ATK.",,0.07,0.28,0.99,0.0,0.39
93078761,Diced Dice,Spell Card,Quick-Play Spell,spell,"Roll a six-sided die, and if you roll a 1 or 6, add 1 card from your Deck to your hand that requires a die roll. If you roll a number other than 1 or 6, roll it again, and apply the appropriate effect.
● 1 or 6: Return this card to the hand.
● 2, 3, 4, or 5: Place this card on top of the Deck.
You can only activate 1 ""Diced Dice"" per turn.",,0.05,0.1,0.99,0.25,0.49
3493058,Dicephoon,Spell Card,Quick-Play Spell,spell,"Roll a six-sided die and apply the result.
● 2, 3, or 4: Destroy 1 Spell/Trap on the field.
● 5: Destroy 2 Spells/Traps on the field.
● 1 or 6: You take 1000 damage.",,0.11,0.18,0.99,0.25,0.25
11961740,Different Dimension Capsule,Spell Card,Normal Spell,spell,"Select 1 card from your Deck and remove it from play face-down. During your 2nd Standby Phase after activation, destroy this card and add the removed card to your hand.",,0.13,0.07,1.89,1.57,0.39
62437430,Different Dimension Deepsea Trench,Spell Card,Continuous Spell,spell,"When this card resolves: Banish 1 WATER monster from your hand, Graveyard, or face-up on your field. Then, when this face-up card on the field is destroyed: Special Summon that banished monster to your side of the field.",,0.13,0.15,0.99,0.25,0.39
56460688,Different Dimension Gate,Spell Card,Continuous Spell,spell,Activate this card by targeting 1 monster on each side of the field; banish those targets. When this card is destroyed and sent to the Graveyard: Return those banished monsters to the field in the same battle positions they were in.,,0.03,0.15,2.0,0.2,0.25
87880531,Diffusion Wave-Motion,Spell Card,Normal Spell,spell,"(This card is not treated as a ""Fusion"" card.)
If your opponent controls a monster: Pay 1000 LP, then target 1 Level 7 or higher Spellcaster monster you control; this turn, it must attack all monsters your opponent controls once each, also other monsters you control cannot attack. The effects of monsters destroyed by these attacks cannot activate and are negated.",,0.07,0.08,9.94,1.17,0.25
49658464,Digit Jamming,Spell Card,Continuous Spell,spell,"During damage calculation, if a monster battles while a monster with 1000 or more ATK is on the field: The ATK of all monsters currently on the field becomes reduced by 1000 for every 1000 ATK they have, also their DEF becomes reduced by 1000 for every 1000 DEF they have. If this card is destroyed: Apply the above ATK/DEF adjustments to all monsters currently on the field, until the end of this turn.",,0.02,0.04,0.99,0.25,0.39
47292920,Dimension Dice,Spell Card,Normal Spell,spell,If you control a card with an effect that requires a die roll: You can Tribute 1 monster; Special Summon 1 monster with an effect that requires a die roll from your hand or Deck.,,0.06,0.21,0.99,0.25,0.39
95194279,Dimension Distortion,Spell Card,Normal Spell,spell,You can only activate this card if there are no cards in your Graveyard. Select 1 removed from play monster and Special Summon it on your side of the field.,,0.1,0.1,0.99,1.4,0.25
1896112,Dimension Explosion,Spell Card,Quick-Play Spell,spell,"Return 1 face-up Fusion Monster you control to the Extra Deck. Both players select up to 2 of their monsters that are removed from play, and Special Summon them.",,0.12,0.47,1.55,2.75,0.49
23557835,Dimension Fusion,Spell Card,Normal Spell,spell,Pay 2000 Life Points. Both players Special Summon as many of their removed from play monsters as possible.,,2.93,5.18,32.99,32.94,29.99
89190953,Dimension Fusion Destruction,Spell Card,Normal Spell,spell,"Banish from your hand, field, and/or GY, the Fusion Materials that are listed on a ""Phantasm"" Fusion Monster, then Special Summon that Fusion Monster from your Extra Deck, ignoring its Summoning conditions. You take no battle damage from attacks involving the monster Special Summoned by this effect. If you control ""Uria, Lord of Searing Flames"", ""Hamon, Lord of Striking Thunder"", or ""Raviel, Lord of Phantasms"", your opponent cannot activate cards or effects in response to this card's activation.",Chaos Phantom,0.63,0.59,1.85,32.94,0.49
81674782,Dimensional Fissure,Spell Card,Continuous Spell,spell,Any monster sent to the Graveyard is banished instead.,,0.18,0.12,5.0,4.78,0.99
22959079,Dimensionhole,Spell Card,Normal Spell,spell,"Select 1 monster on your side of the field and remove it from play until your next Standby Phase. While the monster is removed from play, the Monster Card Zone of the selected monster cannot be used.",Hole,0.16,0.1,1.5,2.32,0.25
90965652,Dimer Synthesis,Spell Card,Normal Spell,spell,"Activate 1 of these effects;
● Add 1 ""Catalyst Field"" from your Deck to your hand.
● Add 1 ""Burnout"", and 1 ""Chemicritter"" monster, from your Deck to your hand.
You can banish this card from your GY, then target 2 face-up monsters you control, including a Gemini monster that is treated as an Effect Monster and has gained its effects; until the end of this turn, make 1 of those monster's ATK 0, and if you do, the second monster gains ATK equal to the first monster's original ATK. You can only use each effect of ""Dimer Synthesis"" once per turn.",Chemicritter,0.05,0.08,0.99,2.89,0.49
41128647,Dinomic Powerload,Spell Card,Field Spell,spell,"All ""Dinomist"" monsters on the field gain 300 ATK and DEF. If a ""Dinomist"" monster you control battles, your opponent cannot activate cards or effects until the end of the Damage Step.",Dinomist,0.03,0.13,0.99,0.2,0.25
77116346,Dinomist Charge,Spell Card,Continuous Spell,spell,"When this card is activated: Add 1 ""Dinomist"" monster from your Deck to your hand. Once per turn, if a ""Dinomist"" card(s) is added from the field to your Extra Deck face-up: Add 1 of those cards to your hand. You can only activate 1 ""Dinomist Charge"" per turn.",Dinomist,0.17,0.19,1.96,0.2,0.49
40971261,Dirge of the Lost Dragon,Spell Card,Continuous Spell,spell,"Activate this card by declaring 1 card name. Each time the declared card, or its effect, is activated, halve its owner's LP immediately after it resolves. During the End Phase, if this card halved a player's LP this turn, send this card to the GY. While your opponent controls a monster, this card cannot be destroyed by card effects.",,0.12,0.17,0.99,0.25,0.25
